領域代碼/名稱,領域簡介,學門代碼/名稱,學門簡介,學類代碼/名稱,學類簡介,細學類代碼/名稱,細學類簡介
03 社會科學、新聞學及圖書資訊領域,屬於該領域之學類教導學生進行有關社會及行為科學、新聞及圖書資訊的理論及實務之學習。,032 新聞學及圖書資訊學門,結合藝術與文化、傳播與科技、行銷企劃學以及人文社會等相關領域，培育數位媒體、視訊、動畫等大眾傳播之研究與教學各方面之人才。,0321 新聞學及傳播相關學類,學習新聞/報導的理論和實務，學習內容為文字措辭和訊息內容，包含新聞報導、撰寫評論，以及傳播相關專業的人才培養，包括語文傳播、口語傳播、說服傳播、公眾傳播等。相關課程及資格包含：廣播新聞、編輯、資訊、新聞學、大眾傳播、新聞報導以及傳播相關課程等。,03212 新聞細學類,學習與新聞相關之資訊蒐集與媒體技能，培養尊重及分辨事實的能力、獨立思考及批判的素養與關懷公共事務等現代公民意識的新聞專業人才。
03 社會科學、新聞學及圖書資訊領域,屬於該領域之學類教導學生進行有關社會及行為科學、新聞及圖書資訊的理論及實務之學習。,032 新聞學及圖書資訊學門,結合藝術與文化、傳播與科技、行銷企劃學以及人文社會等相關領域，培育數位媒體、視訊、動畫等大眾傳播之研究與教學各方面之人才。,0321 新聞學及傳播相關學類,學習新聞/報導的理論和實務，學習內容為文字措辭和訊息內容，包含新聞報導、撰寫評論，以及傳播相關專業的人才培養，包括語文傳播、口語傳播、說服傳播、公眾傳播等。相關課程及資格包含：廣播新聞、編輯、資訊、新聞學、大眾傳播、新聞報導以及傳播相關課程等。,03213 電子媒體細學類,培養電子媒體事業的全方位人才，包括廣播、網路、電視、電影等。
03 社會科學、新聞學及圖書資訊領域,屬於該領域之學類教導學生進行有關社會及行為科學、新聞及圖書資訊的理論及實務之學習。,032 新聞學及圖書資訊學門,結合藝術與文化、傳播與科技、行銷企劃學以及人文社會等相關領域，培育數位媒體、視訊、動畫等大眾傳播之研究與教學各方面之人才。,0321 新聞學及傳播相關學類,學習新聞/報導的理論和實務，學習內容為文字措辭和訊息內容，包含新聞報導、撰寫評論，以及傳播相關專業的人才培養，包括語文傳播、口語傳播、說服傳播、公眾傳播等。相關課程及資格包含：廣播新聞、編輯、資訊、新聞學、大眾傳播、新聞報導以及傳播相關課程等。,03214 傳播細學類,培養兼具人文與科技素養的傳播專業人才，包括口語傳播、人際傳播、組織傳播、教育傳播等。
03 社會科學、新聞學及圖書資訊領域,屬於該領域之學類教導學生進行有關社會及行為科學、新聞及圖書資訊的理論及實務之學習。,032 新聞學及圖書資訊學門,結合藝術與文化、傳播與科技、行銷企劃學以及人文社會等相關領域，培育數位媒體、視訊、動畫等大眾傳播之研究與教學各方面之人才。,0322 圖書館、資訊及檔案研究學類,學習挑選、採購、分類及儲存各種資訊的方法，和提升資訊使用的便利性。博物館及圖書館研究均包含在此。相關課程及資格包含：檔案學、策展研究、文件學、資訊科學、圖書館研究、博物館學等。,03221 博物館細學類,培育博物館蒐藏、研究、展示、教育、管理、修復、行銷等方面之專業人才，以提升博物館從業人員之專業水準，並促進博物館學之發展。
03 社會科學、新聞學及圖書資訊領域,屬於該領域之學類教導學生進行有關社會及行為科學、新聞及圖書資訊的理論及實務之學習。,032 新聞學及圖書資訊學門,結合藝術與文化、傳播與科技、行銷企劃學以及人文社會等相關領域，培育數位媒體、視訊、動畫等大眾傳播之研究與教學各方面之人才。,0322 圖書館、資訊及檔案研究學類,學習挑選、採購、分類及儲存各種資訊的方法，和提升資訊使用的便利性。博物館及圖書館研究均包含在此。相關課程及資格包含：檔案學、策展研究、文件學、資訊科學、圖書館研究、博物館學等。,03222 圖書資訊檔案細學類,培養現代化的圖書館資訊與檔案服務研究、教學與實務工作人才，且探討新的資訊、傳播科技於圖書館資訊與檔案服務上之應用。
03 社會科學、新聞學及圖書資訊領域,屬於該領域之學類教導學生進行有關社會及行為科學、新聞及圖書資訊的理論及實務之學習。,032 新聞學及圖書資訊學門,結合藝術與文化、傳播與科技、行銷企劃學以及人文社會等相關領域，培育數位媒體、視訊、動畫等大眾傳播之研究與教學各方面之人才。,0329 其他新聞學及圖書資訊學類,所有不屬於上述分類之新聞學及圖書資訊學門之課程及資格。,03299 其他新聞學及圖書資訊細學類,所有不屬於上述分類之新聞學及圖書資訊學門之課程及資格。
04 商業、管理及法律領域,屬於該領域之學類教導學生進行有關商業、管理或法律的理論及實務之學習。,041 商業及管理學門,包含基礎的文書管理、會計、企業管理、貿易行銷、財務金融、銀行保險、運籌與物流及其他管理。,0411 會計及稅務學類,學習維繫、審計及記錄財務交易。相關課程及資格包含：會計、審計、簿計、財稅會計、財稅管理等。,04111 會計及稅務細學類,整合電腦資訊科技與會計、稅務、管理之專業知識，培養會計專業及研究人才。
04 商業、管理及法律領域,屬於該領域之學類教導學生進行有關商業、管理或法律的理論及實務之學習。,041 商業及管理學門,包含基礎的文書管理、會計、企業管理、貿易行銷、財務金融、銀行保險、運籌與物流及其他管理。,0412 金融、銀行業及保險學類,學習計劃、指導、組織和控制金融活動和服務包含對於組織、機關和個人金融來源的控制和監督，以及對公司和個人提供的金融服務。相關課程及資格包含：銀行業及金融、保險、投資及證券、退休金保險、社會保險等。,04121 財務金融細學類,培養具財務、金融和資訊管理之專業人才，且具有會計、財經能力，以因應各方面之需求。
04 商業、管理及法律領域,屬於該領域之學類教導學生進行有關商業、管理或法律的理論及實務之學習。,041 商業及管理學門,包含基礎的文書管理、會計、企業管理、貿易行銷、財務金融、銀行保險、運籌與物流及其他管理。,0412 金融、銀行業及保險學類,學習計劃、指導、組織和控制金融活動和服務包含對於組織、機關和個人金融來源的控制和監督，以及對公司和個人提供的金融服務。相關課程及資格包含：銀行業及金融、保險、投資及證券、退休金保險、社會保險等。,04122 財政細學類,培養具財政、租稅理論、規劃、分析及管理之專業人才。
04 商業、管理及法律領域,屬於該領域之學類教導學生進行有關商業、管理或法律的理論及實務之學習。,041 商業及管理學門,包含基礎的文書管理、會計、企業管理、貿易行銷、財務金融、銀行保險、運籌與物流及其他管理。,0412 金融、銀行業及保險學類,學習計劃、指導、組織和控制金融活動和服務包含對於組織、機關和個人金融來源的控制和監督，以及對公司和個人提供的金融服務。相關課程及資格包含：銀行業及金融、保險、投資及證券、退休金保險、社會保險等。,04123 保險及風險管理細學類,培育全方位之風險管理與保險專業從業人才。
04 商業、管理及法律領域,屬於該領域之學類教導學生進行有關商業、管理或法律的理論及實務之學習。,041 商業及管理學門,包含基礎的文書管理、會計、企業管理、貿易行銷、財務金融、銀行保險、運籌與物流及其他管理。,0413 管理及行政學類,學習如何計畫、指導和操作組織及機關的各種功能和活動。相關課程及資格包含：行政、經濟和金融等在內的管理課程、教育管理、聘僱管理、創業、衛生行政、後勤管理等。,04131 企業管理細學類,順應全球化、現代化之趨勢，因應社會需要與國家產業政策及地方產業發展特色，融合組織行為與人力資源、產業經營管理、行銷管理、財務管理、生產與作業管理及資訊科技等專業知識，促進學生使用電腦輔助軟體及外語能力，加強學術研究水準的提升，提供建教合作及推廣教育，俾與企業界互動結合，培養具商業經營、企業管理知識、技能之全方位人才。
04 商業、管理及法律領域,屬於該領域之學類教導學生進行有關商業、管理或法律的理論及實務之學習。,041 商業及管理學門,包含基礎的文書管理、會計、企業管理、貿易行銷、財務金融、銀行保險、運籌與物流及其他管理。,0413 管理及行政學類,學習如何計畫、指導和操作組織及機關的各種功能和活動。相關課程及資格包含：行政、經濟和金融等在內的管理課程、教育管理、聘僱管理、創業、衛生行政、後勤管理等。,04132 流通及供應鏈細學類,整合運輸、倉儲、行銷、流通與資訊等五項基本領域，並透過產學合作研究計畫與各產業積極互動，培養運籌管理、產業與資訊管理之專業人才。
04 商業、管理及法律領域,屬於該領域之學類教導學生進行有關商業、管理或法律的理論及實務之學習。,041 商業及管理學門,包含基礎的文書管理、會計、企業管理、貿易行銷、財務金融、銀行保險、運籌與物流及其他管理。,0413 管理及行政學類,學習如何計畫、指導和操作組織及機關的各種功能和活動。相關課程及資格包含：行政、經濟和金融等在內的管理課程、教育管理、聘僱管理、創業、衛生行政、後勤管理等。,04133 醫療管理細學類,培養在醫藥健康領域管理有關之研究人才。
04 商業、管理及法律領域,屬於該領域之學類教導學生進行有關商業、管理或法律的理論及實務之學習。,041 商業及管理學門,包含基礎的文書管理、會計、企業管理、貿易行銷、財務金融、銀行保險、運籌與物流及其他管理。,0413 管理及行政學類,學習如何計畫、指導和操作組織及機關的各種功能和活動。相關課程及資格包含：行政、經濟和金融等在內的管理課程、教育管理、聘僱管理、創業、衛生行政、後勤管理等。,04134 公共行政細學類,使學生具備現代化科技知識、政策規劃、領導能力，推展公共行政管理相關學術研究，增進公共行政管理之知識與技能，培育在政府部門、非營利機構及私人企業等各公共領域之領導、行政、管理、政策分析人才、民意代表助理、產業分析師、智庫分析師、非營利事業管理專業與公共管理人力資源等。
04 商業、管理及法律領域,屬於該領域之學類教導學生進行有關商業、管理或法律的理論及實務之學習。,041 商業及管理學門,包含基礎的文書管理、會計、企業管理、貿易行銷、財務金融、銀行保險、運籌與物流及其他管理。,0414 國際貿易、市場行銷及廣告學類,學習國際企業之經營管理，包含國際經營環境之分析、國際貿易法規之認識以及國際貿易實務之學習、市場行銷、公共關係以及廣告等專業能力之培養。,04141 國際貿易細學類,使學生瞭解如何分析國際經營環境以及認識國際貿易法規與國際貿易實務流程之外，同時培育學生具備外語、資訊科技、市場行銷及企業組織內部管理等專業能力。
04 商業、管理及法律領域,屬於該領域之學類教導學生進行有關商業、管理或法律的理論及實務之學習。,041 商業及管理學門,包含基礎的文書管理、會計、企業管理、貿易行銷、財務金融、銀行保險、運籌與物流及其他管理。,0414 國際貿易、市場行銷及廣告學類,學習國際企業之經營管理，包含國際經營環境之分析、國際貿易法規之認識以及國際貿易實務之學習、市場行銷、公共關係以及廣告等專業能力之培養。,04142 公共關係細學類,使學生具備勞資關係、人力資源管理和行銷公關理論與實務之專業知能，並結合企業管理、傳播理論和社會心理學等方面，提升學生協調與溝通能力。
04 商業、管理及法律領域,屬於該領域之學類教導學生進行有關商業、管理或法律的理論及實務之學習。,041 商業及管理學門,包含基礎的文書管理、會計、企業管理、貿易行銷、財務金融、銀行保險、運籌與物流及其他管理。,0414 國際貿易、市場行銷及廣告學類,學習國際企業之經營管理，包含國際經營環境之分析、國際貿易法規之認識以及國際貿易實務之學習、市場行銷、公共關係以及廣告等專業能力之培養。,04143 行銷及廣告細學類,學習廣告及公共關係理論與實務、大眾傳播及行銷管理領域，培養廣告創意與設計、公關、企劃及行銷傳播之專業人才。
04 商業、管理及法律領域,屬於該領域之學類教導學生進行有關商業、管理或法律的理論及實務之學習。,041 商業及管理學門,包含基礎的文書管理、會計、企業管理、貿易行銷、財務金融、銀行保險、運籌與物流及其他管理。,0416 批發及零售學類,學習貨品和服務的買賣，包括庫存管理、定價實務、虧損預防、銷售系統和程序。相關課程及資格包含：拍賣、採購、不動產業務、零售、庫存保管等。,04161 批發及零售細學類,使學生具備貨品和服務的買賣能力，包括庫存管理、定價實務、虧損預防、銷售系統和程序。以培養拍賣、採購、不動產業務、零售、庫存保管等人才。
04 商業、管理及法律領域,屬於該領域之學類教導學生進行有關商業、管理或法律的理論及實務之學習。,041 商業及管理學門,包含基礎的文書管理、會計、企業管理、貿易行銷、財務金融、銀行保險、運籌與物流及其他管理。,0419 其他商業及管理學類,所有不屬於上述分類之商業及管理學門之課程及資格。,04191 一般商業細學類,培育具有外語能力之商學專業管理、研究等相關人才，提供進修管道，提升學術研究能力。
04 商業、管理及法律領域,屬於該領域之學類教導學生進行有關商業、管理或法律的理論及實務之學習。,041 商業及管理學門,包含基礎的文書管理、會計、企業管理、貿易行銷、財務金融、銀行保險、運籌與物流及其他管理。,0419 其他商業及管理學類,所有不屬於上述分類之商業及管理學門之課程及資格。,04199 其他商業及管理細學類,所有不屬於上述分類之商業及管理學門之課程及資格。
04 商業、管理及法律領域,屬於該領域之學類教導學生進行有關商業、管理或法律的理論及實務之學習。,042 法律學門,包括基礎的法律及民刑事法律、公法、財經、海洋法學、資訊及科技法律學、文教等各專業領域法律。,0421 法律學類,學習維持社會秩序的實體及程序之法律專業課程，包括法律專業的訓練、律師或司法人員等。相關課程及資格，包含民、商事法、刑事法、憲法、行政法、法理學、國際法、法律史等。,04211 一般法律細學類,培育一般法律專業人才。
04 商業、管理及法律領域,屬於該領域之學類教導學生進行有關商業、管理或法律的理論及實務之學習。,042 法律學門,包括基礎的法律及民刑事法律、公法、財經、海洋法學、資訊及科技法律學、文教等各專業領域法律。,0421 法律學類,學習維持社會秩序的實體及程序之法律專業課程，包括法律專業的訓練、律師或司法人員等。相關課程及資格，包含民、商事法、刑事法、憲法、行政法、法理學、國際法、法律史等。,04212 專業法律細學類,培育跨財經法、海洋法、智慧財產法、科技法、文化法、教育法等各種專業領域法律人才。
04 商業、管理及法律領域,屬於該領域之學類教導學生進行有關商業、管理或法律的理論及實務之學習。,042 法律學門,包括基礎的法律及民刑事法律、公法、財經、海洋法學、資訊及科技法律學、文教等各專業領域法律。,0429 其他法律學類,所有不屬於上述分類之法律學門之課程及資格。,04299 其他法律細學類,所有不屬於上述分類之法律學門之課程及資格。
05 自然科學、數學及統計領域,屬於該領域之學類教導學生進行有關生命科學、自然科學、數學或統計學的理論及實務之學習。,051 生命科學學門,包含生物學、生態學、微生物學等基礎理論，以及應用於生物科技、生物化學、生物資訊。,0511 生物學學類,學習所有活生物的結構、功能、繁殖、生長、演化及行為。相關課程及資格包含：生物學、植物學、細胞生物學、昆蟲學、基因學等。,05111 生物學細學類,培育植物、水中生物、動物等生物學人才，從事遺傳、物種、生態學、自然保育、演化生物學及生態系多樣性研究。
05 自然科學、數學及統計領域,屬於該領域之學類教導學生進行有關生命科學、自然科學、數學或統計學的理論及實務之學習。,051 生命科學學門,包含生物學、生態學、微生物學等基礎理論，以及應用於生物科技、生物化學、生物資訊。,0512 生物化學及相關學類,學習所有活生物的化學，包含所有的生物，而且不限於生物。相關課程及資格包含：生物化學、細胞科技、法醫學、基因密碼（DNA、RNA）研究、基因工程等。,05121 生物科技細學類,使學生具備生物基礎理論與技術、生物與分子生物知識基礎、生物產業知識、生物資訊管理、仿生生物學之專業知識，以及資訊運用能力，並應用於生物醫學、生化、分子生物、遺傳及基因體等相關領域，以培育生物醫學、生物物理、生物科技產業、生物工程等方面之人才。
05 自然科學、數學及統計領域,屬於該領域之學類教導學生進行有關生命科學、自然科學、數學或統計學的理論及實務之學習。,051 生命科學學門,包含生物學、生態學、微生物學等基礎理論，以及應用於生物科技、生物化學、生物資訊。,0512 生物化學及相關學類,學習所有活生物的化學，包含所有的生物，而且不限於生物。相關課程及資格包含：生物化學、細胞科技、法醫學、基因密碼（DNA、RNA）研究、基因工程等。,05122 微生物細學類,培育有關細胞分子生物、微生物、免疫學研究和應用方面的研究與技術人才。
05 自然科學、數學及統計領域,屬於該領域之學類教導學生進行有關生命科學、自然科學、數學或統計學的理論及實務之學習。,051 生命科學學門,包含生物學、生態學、微生物學等基礎理論，以及應用於生物科技、生物化學、生物資訊。,0512 生物化學及相關學類,學習所有活生物的化學，包含所有的生物，而且不限於生物。相關課程及資格包含：生物化學、細胞科技、法醫學、基因密碼（DNA、RNA）研究、基因工程等。,05123 生物化學細學類,培育化學與分子生物、微生物科技、生物化學研究、生化科技產業發展人才。
05 自然科學、數學及統計領域,屬於該領域之學類教導學生進行有關生命科學、自然科學、數學或統計學的理論及實務之學習。,051 生命科學學門,包含生物學、生態學、微生物學等基礎理論，以及應用於生物科技、生物化學、生物資訊。,0512 生物化學及相關學類,學習所有活生物的化學，包含所有的生物，而且不限於生物。相關課程及資格包含：生物化學、細胞科技、法醫學、基因密碼（DNA、RNA）研究、基因工程等。,05124 生物訊息及遺傳細學類,培育生命科學人才，使學生具備人類遺傳學、生物遺傳學（不侷限於人）、生物資訊學分子生物、細胞生物等專業知識，瞭解生物系統的問題。
05 自然科學、數學及統計領域,屬於該領域之學類教導學生進行有關生命科學、自然科學、數學或統計學的理論及實務之學習。,051 生命科學學門,包含生物學、生態學、微生物學等基礎理論，以及應用於生物科技、生物化學、生物資訊。,0519 其他生命科學學類,所有不屬於上述分類之生命科學學門之課程及資格。,05191 營養細學類,使學生具備食品、營養及生物科技之技術、研究、管理等專業知識，培養營養師、食品科技研究人才與營養研究及教育推廣之專業人才。
05 自然科學、數學及統計領域,屬於該領域之學類教導學生進行有關生命科學、自然科學、數學或統計學的理論及實務之學習。,051 生命科學學門,包含生物學、生態學、微生物學等基礎理論，以及應用於生物科技、生物化學、生物資訊。,0519 其他生命科學學類,所有不屬於上述分類之生命科學學門之課程及資格。,05199 其他生命科學細學類,所有不屬於上述分類之生命科學學門之課程及資格。
05 自然科學、數學及統計領域,屬於該領域之學類教導學生進行有關生命科學、自然科學、數學或統計學的理論及實務之學習。,052 環境學門,包括資源的應用和保育、安全與防災、政策規劃和管理。,0521 環境科學學類,學習生物相互之間及生物與環境的關係。相關課程及資格包含：生態學與環境科學等。,05211 環境資源細學類,培養學生具備基礎生態、環境學知識，結合環境與資源之經營管理、工程技術、保育及應用，資訊化能力和安全衛生防災學程，考慮全球環境問題發展趨勢與本國環境、生態及資源配置問題之特性，培育具研究及分析能力之相關人才。
05 自然科學、數學及統計領域,屬於該領域之學類教導學生進行有關生命科學、自然科學、數學或統計學的理論及實務之學習。,052 環境學門,包括資源的應用和保育、安全與防災、政策規劃和管理。,0521 環境科學學類,學習生物相互之間及生物與環境的關係。相關課程及資格包含：生態學與環境科學等。,05212 生態細學類,培養生態學與演化學之專業研究、教育人才。
05 自然科學、數學及統計領域,屬於該領域之學類教導學生進行有關生命科學、自然科學、數學或統計學的理論及實務之學習。,052 環境學門,包括資源的應用和保育、安全與防災、政策規劃和管理。,0522 自然環境及野生動物學類,學習在自然環境中生物之間的關係，以保護自然及野生動物。包含建立及維持國家公園，以保護原來的自然狀態之學習。相關課程及資格包含：國家公園及野生動物管理、自然保育與野生動物等。,05221 自然環境及野生動物細學類,培養保護自然及野生動物之人才。
05 自然科學、數學及統計領域,屬於該領域之學類教導學生進行有關生命科學、自然科學、數學或統計學的理論及實務之學習。,052 環境學門,包括資源的應用和保育、安全與防災、政策規劃和管理。,0529 其他環境學類,所有不屬於上述分類之環境學門之課程及資格。,05291 環境防災細學類,培育防備地震、土石流之防災技術與研究人才，加強環境保育與永續發展觀念之山坡地規畫及土木防災科技之推廣與訓練。
05 自然科學、數學及統計領域,屬於該領域之學類教導學生進行有關生命科學、自然科學、數學或統計學的理論及實務之學習。,052 環境學門,包括資源的應用和保育、安全與防災、政策規劃和管理。,0529 其他環境學類,所有不屬於上述分類之環境學門之課程及資格。,05292 水土保持細學類,培養土地資源與水土保持之行政、管理、技術、規劃、研究與保育人才。
05 自然科學、數學及統計領域,屬於該領域之學類教導學生進行有關生命科學、自然科學、數學或統計學的理論及實務之學習。,052 環境學門,包括資源的應用和保育、安全與防災、政策規劃和管理。,0529 其他環境學類,所有不屬於上述分類之環境學門之課程及資格。,05299 其他環境細學類,所有不屬於上述分類之環境學門之課程及資格。
05 自然科學、數學及統計領域,屬於該領域之學類教導學生進行有關生命科學、自然科學、數學或統計學的理論及實務之學習。,053 物理、化學及地球科學學門,包括化學、地球科學、物理、大氣、海洋、太空、天文等領域。,0531 化學學類,學習物質及其元素，以及混合時的反應。相關課程及資格包含：無機化學、有機化學與物理化學等。,05311 化學細學類,培養各方面所需的化學人才，包括有機、無機、物化、分析等四項傳統化學領域，及材料化學及化學生物兩項重點研究領域。
05 自然科學、數學及統計領域,屬於該領域之學類教導學生進行有關生命科學、自然科學、數學或統計學的理論及實務之學習。,053 物理、化學及地球科學學門,包括化學、地球科學、物理、大氣、海洋、太空、天文等領域。,0532 地球科學學類,學習與應用地球系統知識，包括固態、氣態、液態地球與太空的組成、結構、演變及其交互作用，以解決人類生活及生存相關問題。,05321 地球科學及環境細學類,培育能利用地質學以及地球物理學之方法，認識固體地球表面及內部，探討與地球本體有關的各種現象之人才。在地球環境變化劇烈的現況下，基於永續發展觀念及態度，訓練學生具備解決人類於地球求生存所面對之地質災害（如地震、火山、海嘯、山崩、土石流、地層下陷等）、環境汙染（如地表水與土壤地下水汙染）與能源、資源（如地熱、溫泉、礦產、土地及水資源等）短缺等問題之能力。
05 自然科學、數學及統計領域,屬於該領域之學類教導學生進行有關生命科學、自然科學、數學或統計學的理論及實務之學習。,053 物理、化學及地球科學學門,包括化學、地球科學、物理、大氣、海洋、太空、天文等領域。,0532 地球科學學類,學習與應用地球系統知識，包括固態、氣態、液態地球與太空的組成、結構、演變及其交互作用，以解決人類生活及生存相關問題。,05322 大氣及太空科學細學類,培養大氣科學與太空科學專業人才，包括氣象理論與模擬、天氣觀測與預報、氣候變化與變遷、大氣物理與化學等氣象專業；高層大氣、電離層、磁層、太陽、行星科學等太空專業；雷達、衛星、大氣遙測、大氣環境等應用領域。
05 自然科學、數學及統計領域,屬於該領域之學類教導學生進行有關生命科學、自然科學、數學或統計學的理論及實務之學習。,053 物理、化學及地球科學學門,包括化學、地球科學、物理、大氣、海洋、太空、天文等領域。,0532 地球科學學類,學習與應用地球系統知識，包括固態、氣態、液態地球與太空的組成、結構、演變及其交互作用，以解決人類生活及生存相關問題。,05323 海洋科學細學類,使學生瞭解、保護、研究及應用海洋環境與生態，充實海洋相關方面之科學知識，研究海洋生物之多樣性，並開發、保育及管理海洋資源。
05 自然科學、數學及統計領域,屬於該領域之學類教導學生進行有關生命科學、自然科學、數學或統計學的理論及實務之學習。,053 物理、化學及地球科學學門,包括化學、地球科學、物理、大氣、海洋、太空、天文等領域。,0533 物理學類,學習物體及能量的特性及交互作用，包括天文學。相關課程及資格包含：天文學、天體物理學、化學物理、醫學物理、光學、生物物理等。,05331 物理及應用物理細學類,培育物理相關領域專業人才。
05 自然科學、數學及統計領域,屬於該領域之學類教導學生進行有關生命科學、自然科學、數學或統計學的理論及實務之學習。,053 物理、化學及地球科學學門,包括化學、地球科學、物理、大氣、海洋、太空、天文等領域。,0533 物理學類,學習物體及能量的特性及交互作用，包括天文學。相關課程及資格包含：天文學、天體物理學、化學物理、醫學物理、光學、生物物理等。,05332 天文細學類,學習太空中天體的本質，包括恆星、行星、衛星、星系，宇宙本身的物理與化學性質，以及誕生、演化與衰亡的過程。
05 自然科學、數學及統計領域,屬於該領域之學類教導學生進行有關生命科學、自然科學、數學或統計學的理論及實務之學習。,053 物理、化學及地球科學學門,包括化學、地球科學、物理、大氣、海洋、太空、天文等領域。,0539 其他物理、化學及地球科學學類,所有不屬於上述分類之物理、化學及地球科學學門之課程及資格。,05399 其他物理、化學及地球科學細學類,所有不屬於上述分類之物理、化學及地球科學學門之課程及資格。
05 自然科學、數學及統計領域,屬於該領域之學類教導學生進行有關生命科學、自然科學、數學或統計學的理論及實務之學習。,054 數學及統計學門,包括基礎數學、應用數學及統計等領域。,0541 數學學類,學習抽象演繹系統，包含：代數、算術、幾何、實分析和複分析，以及純數學和應用數學。相關課程及資格包含：代數、幾何分析、數學、數值分析、作業研究等。,05411 數學細學類,結合基礎科學與數學領域，培育數學理論、教育及應用之相關人才。
05 自然科學、數學及統計領域,屬於該領域之學類教導學生進行有關生命科學、自然科學、數學或統計學的理論及實務之學習。,054 數學及統計學門,包括基礎數學、應用數學及統計等領域。,0542 統計學類,學習收集、描述、安排和分析數字資料。相關課程及資格包含：數理（理論）統計、精算學、機率理論、應用統計、調查設計、調查抽樣等。,05421 統計細學類,重視統計理論與應用，結合統計理論、計量管理、資訊課程、應用統計、精算，以培養學生資料分析能力，及統計諮詢等實務經驗。
05 自然科學、數學及統計領域,屬於該領域之學類教導學生進行有關生命科學、自然科學、數學或統計學的理論及實務之學習。,054 數學及統計學門,包括基礎數學、應用數學及統計等領域。,0549 其他數學及統計學類,所有不屬於上述分類之數學及統計學門之課程及資格。,05499 其他數學及統計細學類,所有不屬於上述分類之數學及統計學門之課程及資格。
06 資訊通訊科技領域,包括電算機工程、網路、軟體開發、系統設計所涉及的技術及應用。,061 資訊通訊科技學門,以電算機之工程、網路、軟體開發、系統設計為主，且應用數位資訊與多媒體。,0611 電腦運用學類,學習電腦使用以及不同目的的電腦軟體和應用。相關課程及資格包含：電腦運用、計算軟體運用（電子表格）、資料處理軟體運用、桌上出版軟體運用、文書處理軟體運用、網際網路運用等。,06111 電腦運用細學類,學習電腦使用以及不同目的的電腦軟體和應用。相關課程及資格包含：電腦運用、計算軟體運用（電子表格）、資料處理軟體運用、桌上出版軟體運用、文書處理軟體運用、網際網路運用、物聯網技術與應用等。
06 資訊通訊科技領域,包括電算機工程、網路、軟體開發、系統設計所涉及的技術及應用。,061 資訊通訊科技學門,以電算機之工程、網路、軟體開發、系統設計為主，且應用數位資訊與多媒體。,0612 資料庫、網路設計及管理學類,學習軟體應用的設計、維護及整合。電腦媒體應用也包含在內。相關課程及資格包含：電腦行政及管理、電腦媒體應用、電腦網路安裝及維護、資料庫管理研究、資訊技術管理、網管、網路設計、網頁設計等。,06121 資料庫、網路設計及管理細學類,結合資訊、電子工程和通訊科技，使學生具備網路硬體環境建構維護、軟體系統安裝執行以及資訊網路系統設計的能力，培育資訊網路與多媒體專業人才。
06 資訊通訊科技領域,包括電算機工程、網路、軟體開發、系統設計所涉及的技術及應用。,061 資訊通訊科技學門,以電算機之工程、網路、軟體開發、系統設計為主，且應用數位資訊與多媒體。,0613 軟體及應用的開發與分析學類,學習電腦系統和計算環境的設計及開發。相關課程及資格包含：程式設計、電腦科學、電腦系統分析、電腦系統設計、資訊學、作業系統、程式語言開發、軟體開發、經濟程式、數據科學、資料分析、資料探勘等。,06131 資訊技術細學類,培養資訊工程科技、研究與應用開發之人才，包括多媒體設計與技術、資訊網路、程式設計、資料庫、資訊安全、資訊管理、軟體工程等領域。
06 資訊通訊科技領域,包括電算機工程、網路、軟體開發、系統設計所涉及的技術及應用。,061 資訊通訊科技學門,以電算機之工程、網路、軟體開發、系統設計為主，且應用數位資訊與多媒體。,0613 軟體及應用的開發與分析學類,學習電腦系統和計算環境的設計及開發。相關課程及資格包含：程式設計、電腦科學、電腦系統分析、電腦系統設計、資訊學、作業系統、程式語言開發、軟體開發、經濟程式、數據科學、資料分析、資料探勘等。,06132 軟體開發細學類,培養遊戲研發、多媒體設計製作、網路遊戲、虛擬實境、數位音效、電腦繪圖、人工智慧、深度學習技術等領域的軟體研發、設計工程師。
06 資訊通訊科技領域,包括電算機工程、網路、軟體開發、系統設計所涉及的技術及應用。,061 資訊通訊科技學門,以電算機之工程、網路、軟體開發、系統設計為主，且應用數位資訊與多媒體。,0613 軟體及應用的開發與分析學類,學習電腦系統和計算環境的設計及開發。相關課程及資格包含：程式設計、電腦科學、電腦系統分析、電腦系統設計、資訊學、作業系統、程式語言開發、軟體開發、經濟程式、數據科學、資料分析、資料探勘等。,06133 系統設計細學類,培育資訊科技、美學素養和人文素養兼備的專才，能應用電腦軟體、程式設計、多媒體設計、電玩遊戲開發、數位電視及串流平台等相關技術。
06 資訊通訊科技領域,包括電算機工程、網路、軟體開發、系統設計所涉及的技術及應用。,061 資訊通訊科技學門,以電算機之工程、網路、軟體開發、系統設計為主，且應用數位資訊與多媒體。,0613 軟體及應用的開發與分析學類,學習電腦系統和計算環境的設計及開發。相關課程及資格包含：程式設計、電腦科學、電腦系統分析、電腦系統設計、資訊學、作業系統、程式語言開發、軟體開發、經濟程式、數據科學、資料分析、資料探勘等。,06134 電算機應用細學類,將資訊系統應用在數位產品研發與多媒體動畫、電子商務與資訊網路技術、知識管理與創新科技管理、數位/電子化學習製作與管理等方面，培育整合性的資訊系統與應用人才。
